Ngay,GiaDieuChinh,GiaDongCua,ThayDoi,KhoiLuongKhopLenh,GiaTriKhopLenh,KLThoaThuan,GtThoaThuan,GiaMoCua,GiaCaoNhat,GiaThapNhat
2025-03-18,51.3,51.3,-0.8(-1.54 %),6017000,312069000000,1923099,100193378700,52.1,52.7,51.1
2025-03-17,52.1,52.1,-0.1(-0.19 %),6497300,337134000000,134000,7035000000,52.5,52.7,50.8
2025-03-14,52.2,52.2,0.8(1.56 %),8422600,440874000000,0,0,51.8,52.8,51.4
2025-03-13,51.4,51.4,3.3(6.86 %),16415000,833847000000,86000,4207900000,48.3,51.4,47.5
2025-03-12,48.1,48.1,0.8(1.69 %),7003400,336186000000,0,0,47.35,48.25,47.35
2025-03-11,47.3,47.3,0(0.00 %),5692400,267669000000,18391600,869638880000,46.9,47.3,46.5
2025-03-10,47.3,47.3,2(4.42 %),9904400,465378000000,2591600,117399480000,45.9,47.9,45.8
2025-03-07,45.3,45.3,2.95(6.97 %),11502700,511407000000,106000,4444400000,42.3,45.3,42.25
2025-03-06,42.35,42.35,0.1(0.24 %),2628200,111514000000,134000,5681600000,42.3,42.55,42.05
2025-03-05,42.25,42.25,0.3(0.72 %),2907700,123193000000,4902000,205611300000,42.05,42.5,42.0
2025-03-04,41.95,41.95,-0.1(-0.24 %),3056500,128803000000,0,0,42.45,42.5,41.8
2025-03-03,42.05,42.05,0.85(2.06 %),2857500,119851000000,86000,3698000000,41.3,42.4,41.2
2025-02-28,41.2,41.2,0.15(0.37 %),2771000,114088000000,0,0,41.05,41.6,40.7
2025-02-27,41.05,41.05,0.05(0.12 %),1441600,59025000000,86000,3280900000,41.2,41.2,40.75
2025-02-26,41.0,41.0,0.3(0.74 %),1364900,55926000000,0,0,41.0,41.1,40.8
2025-02-25,40.7,40.7,0.1(0.25 %),1793300,73359000000,86000,3429400000,40.7,41.15,40.65
2025-02-24,40.6,40.6,-0.05(-0.12 %),1540100,62347000000,2586000,105120900000,40.35,40.65,40.35
2025-02-21,40.65,40.65,-0.3(-0.73 %),1332100,54382000000,1306000,53459200000,40.95,40.95,40.65
2025-02-20,40.95,40.95,0.55(1.36 %),2936300,120209000000,0,0,40.45,41.25,40.4
2025-02-19,40.4,40.4,0.2(0.50 %),1574300,63396000000,16426000,665768000000,40.2,40.5,40.05
2025-02-18,40.2,40.2,0.1(0.25 %),1200000,48180000000,6249000,250021650000,40.1,40.45,39.9
2025-02-17,40.1,40.1,-0.15(-0.37 %),851700,34218000000,5056000,203516900000,40.25,40.4,40.05
2025-02-14,40.25,40.25,0(0.00 %),996500,40215000000,4076300,165090150000,40.5,40.5,40.2
2025-02-13,40.25,40.25,0.35(0.88 %),1052900,42179000000,86000,3522400000,39.9,40.3,39.85
2025-02-12,39.9,39.9,-0.05(-0.13 %),940900,37609000000,7643000,305337850000,39.95,40.1,39.9
2025-02-11,39.95,39.95,-0.05(-0.12 %),1436000,57371000000,86000,3551800000,40.0,40.1,39.85
2025-02-10,40.0,40.0,-0.65(-1.60 %),1534300,61550000000,7795400,316883010000,40.35,40.35,40.0
2025-02-07,40.65,40.65,0.2(0.49 %),1394900,56485000000,86000,3568800000,40.5,40.7,40.25
2025-02-06,40.45,40.45,0.4(1.00 %),1314600,52925000000,370000,14818500000,40.35,40.55,40.05
2025-02-05,40.05,40.05,-0.05(-0.12 %),1059300,42625000000,361400,14678396000,40.2,40.45,40.05
2025-02-04,40.1,40.1,0.05(0.12 %),1440900,57623000000,0,0,40.05,40.2,39.85
2025-01-24,40.4,40.4,0(0.00 %),1387900,56017000000,24000,902400000,40.25,40.5,40.2
2025-01-23,40.4,40.4,0(0.00 %),1420100,57473000000,179000,7211700000,40.4,40.65,40.25
2025-01-22,40.4,40.4,-0.05(-0.12 %),1135200,45807000000,14105000,570469250000,40.5,40.5,40.1
2025-01-21,40.45,40.45,0.05(0.12 %),1313500,53082000000,332239,13411717550,40.55,40.55,40.3
2025-01-20,40.4,40.4,-0.05(-0.12 %),646200,26082000000,24000,964800000,40.3,40.45,40.25
2025-01-17,40.45,40.45,0(0.00 %),1173800,47405000000,556000,22508200000,40.5,40.55,40.25
2025-01-16,40.45,40.45,0.2(0.50 %),1999800,80553000000,41011000,1658956150000,40.3,40.65,40.1
2025-01-15,40.25,40.25,0.05(0.12 %),874200,35156000000,5422400,218013580000,40.3,40.35,40.0
2025-01-14,40.2,40.2,-0.1(-0.25 %),2326300,93063000000,0,0,40.2,40.2,39.8
2025-01-13,40.3,40.3,-0.2(-0.49 %),1680700,67475000000,3806000,154111500000,39.7,40.35,39.7
2025-01-10,40.5,40.5,-0.25(-0.61 %),1104600,44883000000,0,0,40.75,40.9,40.4
2025-01-09,40.75,40.75,0.25(0.62 %),1187900,48316000000,86000,3500200000,40.55,41.0,40.5
2025-01-08,40.5,40.5,0(0.00 %),925800,37445000000,100000,4330000000,40.4,40.55,40.3
2025-01-07,40.5,40.5,0(0.00 %),1965000,79424000000,86000,3478400000,40.3,40.55,40.2
2025-01-06,40.5,40.5,0(0.00 %),1625900,65698000000,7488400,303280200000,40.4,40.5,40.3
2025-01-03,40.5,40.5,-0.05(-0.12 %),1729100,69729000000,186000,7865300000,40.55,40.55,40.15
2025-01-02,40.55,40.55,0(0.00 %),1340500,54201000000,0,0,40.5,40.55,40.3
2024-12-31,40.55,40.55,0(0.00 %),1784400,72212000000,86000,3526000000,40.55,40.6,40.3
2024-12-30,40.55,40.55,0(0.00 %),1415300,57284000000,0,0,40.35,40.6,40.3
2024-12-27,40.55,40.55,-0.1(-0.25 %),1497700,60926000000,0,0,40.7,40.9,40.55
2024-12-26,40.65,40.65,0(0.00 %),877500,35767000000,100000,3897000000,40.7,41.0,40.65
2024-12-25,40.65,40.65,0.05(0.12 %),1908100,77892000000,25000,1025000000,40.6,41.05,40.55
2024-12-24,40.6,40.6,0(0.00 %),1333700,54010000000,6040800,245256480000,40.5,40.6,40.35
2024-12-23,40.6,40.6,0.1(0.25 %),999700,40639000000,25000,1021250000,40.5,40.85,40.5
2024-12-20,40.5,40.5,0.2(0.50 %),1569200,63371000000,125000,5125000000,40.3,40.5,40.25
2024-12-19,40.3,40.3,-0.3(-0.74 %),2486800,100173000000,25000,1021250000,40.3,40.4,40.1
2024-12-18,40.6,40.6,0.05(0.12 %),850100,34553000000,7052900,285995095000,40.55,40.85,40.55
2024-12-17,40.55,40.55,-0.15(-0.37 %),1329900,54011000000,231000,9065000000,40.7,40.8,40.55
2024-12-16,40.7,40.7,-0.1(-0.25 %),1159200,47214000000,3702000,151041600000,40.8,40.9,40.6
2024-12-13,40.8,40.8,-0.1(-0.24 %),1952200,79524000000,231000,9867900000,40.75,40.9,40.6
2024-12-12,40.9,40.9,-0.4(-0.97 %),2147400,88392000000,0,0,41.3,41.35,40.9
2024-12-11,41.3,41.3,0.1(0.24 %),2168100,89243000000,7151000,294621200000,41.2,41.4,40.9
2024-12-10,41.2,41.2,-0.65(-1.55 %),2352900,97741000000,1761000,73697850000,41.85,41.9,41.2
2024-12-09,41.85,41.85,0(0.00 %),3341600,141315000000,9252800,387242580000,42.1,42.85,41.85
2024-12-06,41.85,41.85,1(2.45 %),5327100,222231000000,0,0,40.85,42.3,40.75
2024-12-05,40.85,40.85,0.85(2.12 %),3370100,137057000000,86000,3442125000,40.8,41.0,40.3
2024-12-04,40.0,40.0,-0.4(-0.99 %),2491600,100035000000,2475000,99990000000,40.4,40.4,39.8
2024-12-03,40.4,40.4,0.05(0.12 %),1873300,75651000000,86000,3473975000,40.4,40.6,40.25
2024-12-02,40.35,40.35,-0.15(-0.37 %),2064000,83537000000,100000,4000000000,40.55,40.95,40.3
2024-11-29,40.5,40.5,-0.2(-0.49 %),1965400,79774000000,66000,2697650000,40.65,40.75,40.5
2024-11-28,40.7,40.7,-0.05(-0.12 %),1116300,45633000000,120000,5016000000,41.1,41.2,40.7
2024-11-27,40.75,40.75,-0.3(-0.73 %),992200,40523000000,5081000,208629975000,41.05,41.05,40.75
2024-11-26,41.05,41.05,0.05(0.12 %),1230800,50640000000,7332000,300620400000,41.0,41.3,41.0
2024-11-25,41.0,41.0,0.55(1.36 %),1915300,78133000000,100000,4116000000,40.45,41.0,40.45
2024-11-22,40.45,40.45,0.1(0.25 %),1336300,54120000000,63500,2635250000,40.35,40.85,40.3
2024-11-21,40.35,40.35,0(0.00 %),1991900,80404000000,0,0,40.35,40.6,40.3
2024-11-20,40.35,40.35,0(0.00 %),1840800,74417000000,5541100,228768235000,40.2,40.65,40.15
2024-11-19,40.35,40.35,-0.05(-0.12 %),1858400,75179000000,0,0,40.4,40.7,40.35
2024-11-18,40.4,40.4,-0.15(-0.37 %),1892700,76697000000,4973500,201941500000,40.55,40.85,40.35
2024-11-15,40.55,40.55,-0.15(-0.37 %),2310300,94282000000,0,0,40.65,41.05,40.55
2024-11-14,40.7,40.7,0.1(0.25 %),1968300,80550000000,43500,1827000000,40.65,41.3,40.6
2024-11-13,40.6,40.6,0.05(0.12 %),2043200,83329000000,161000,6738000000,40.85,41.15,40.5
2024-11-12,40.55,40.55,-0.25(-0.61 %),2485900,101419000000,0,0,41.0,41.5,40.5
2024-11-11,40.8,40.8,-0.25(-0.61 %),1944400,79454000000,161000,6762000000,41.05,41.15,40.65
2024-11-08,41.05,41.05,-0.65(-1.56 %),2191200,90550000000,0,0,41.8,41.8,41.0
2024-11-07,41.7,41.7,-0.1(-0.24 %),1172800,49177000000,63500,2654300000,42.0,42.25,41.7
2024-11-06,41.8,41.8,0.5(1.21 %),1521600,63559000000,7597000,313744600000,41.5,42.0,41.4
2024-11-05,41.3,41.3,0.1(0.24 %),963000,39653000000,63500,2787650000,41.2,41.3,41.05
2024-11-04,41.2,41.2,0(0.00 %),1345200,55395000000,6199000,255398800000,41.4,41.5,41.05
2024-11-01,41.2,41.2,-0.35(-0.84 %),1338600,55345000000,63500,2581275000,41.55,41.6,41.1
2024-10-31,41.55,41.55,0.55(1.34 %),1827900,75657000000,0,0,41.4,41.7,41.05
2024-10-30,41.0,41.0,-0.35(-0.85 %),2024200,83290000000,63500,2571525000,41.45,41.7,40.8
2024-10-29,41.35,41.35,-0.1(-0.24 %),1285000,53252000000,2000000,84000000000,41.5,41.7,41.3
2024-10-28,41.45,41.45,-0.1(-0.24 %),1473100,61222000000,7263500,301875125000,41.6,41.75,41.45
2024-10-25,41.55,41.55,-0.5(-1.19 %),2047900,85844000000,20000,820000000,42.2,42.3,41.55
2024-10-24,42.05,42.05,-1.15(-2.66 %),2055400,87250000000,5722500,247202000000,43.0,43.1,42.05
2024-10-23,43.2,43.2,1(2.37 %),5014800,218208000000,0,0,42.7,44.3,42.7
2024-10-22,42.2,42.2,-0.05(-0.12 %),2045600,86616000000,22500,1001250000,42.6,42.6,42.2
2024-10-21,42.25,42.25,0.45(1.08 %),2219200,94089000000,0,0,41.85,42.9,41.85
2024-10-18,41.8,41.8,0.25(0.60 %),1174800,49330000000,41000,1715850000,41.7,42.2,41.7
2024-10-17,41.55,41.55,0.05(0.12 %),1030100,42857000000,0,0,41.75,41.8,41.45
2024-10-16,41.5,41.5,-0.15(-0.36 %),1211100,50349000000,0,0,41.5,41.8,41.45
2024-10-15,41.65,41.65,-0.5(-1.19 %),1847000,77421000000,3650000,153824500000,42.25,42.5,41.55
2024-10-14,42.15,42.15,0.35(0.84 %),4264900,182675000000,5171000,216137550000,42.5,43.4,42.15
2024-10-11,41.8,41.8,0.4(0.97 %),1709800,71369000000,0,0,41.4,41.95,41.35
2024-10-10,41.4,41.4,-0.2(-0.48 %),1471200,60985000000,41000,1752250000,41.6,41.65,41.3
2024-10-09,41.6,41.6,0.7(1.71 %),1210800,50025000000,5780732,236431938800,41.05,41.6,41.0
2024-10-08,40.9,40.9,0.05(0.12 %),2648700,108176000000,20000,817000000,41.05,41.05,40.6
2024-10-07,40.85,40.85,-0.15(-0.37 %),1652400,67861000000,21000,878850000,41.1,41.55,40.85
2024-10-04,41.0,41.0,-0.35(-0.85 %),2144700,88281000000,49000,2062000000,41.35,41.35,40.9
2024-10-03,41.35,41.35,-0.7(-1.66 %),3460400,144569000000,41000,1730050000,42.1,42.45,41.35
2024-10-02,42.05,42.05,-0.25(-0.59 %),1527200,64390000000,13792400,583404470000,42.35,42.4,42.05
2024-10-01,42.3,42.3,0.3(0.71 %),1914600,81349000000,21000,889350000,42.05,42.75,42.05
2024-09-30,42.0,42.0,-0.5(-1.18 %),2924300,123460000000,69000,2939400000,42.4,42.6,42.0
2024-09-27,42.5,42.5,-0.1(-0.23 %),2740700,116892000000,21000,892500000,42.9,42.9,42.45
2024-09-26,42.6,42.6,0(0.00 %),2768500,118452000000,49000,2089850000,42.6,43.1,42.6
2024-09-25,42.6,42.6,0.05(0.12 %),3721100,158368000000,2371176,100894588800,42.75,42.9,42.4
2024-09-24,42.55,42.55,0.2(0.47 %),1438700,61139000000,2449000,103730200000,42.4,42.65,42.35
2024-09-23,42.35,42.35,0.05(0.12 %),1713400,73077000000,2801000,118487550000,42.9,42.9,42.35
2024-09-20,42.3,42.3,-0.6(-1.40 %),3926500,167835000000,49000,2098600000,43.0,43.65,42.3
2024-09-19,42.9,42.9,0.25(0.59 %),2240000,96250000000,51000,2118900000,42.8,43.2,42.7
2024-09-18,42.65,42.65,-0.25(-0.58 %),2746900,117953000000,89000,3789000000,42.9,43.3,42.65
2024-09-17,42.9,42.9,0.85(2.02 %),2237700,95277000000,2658001,111786189150,42.05,43.2,42.05
2024-09-16,42.05,42.05,-0.85(-1.98 %),2005200,85731000000,5844000,250734000000,42.7,43.6,42.05
2024-09-13,42.9,42.9,0(0.00 %),1526300,65213000000,46000,2042950000,42.9,42.95,42.5
2024-09-12,42.9,42.9,-0.1(-0.23 %),2166600,92852000000,1,40000,43.05,43.25,42.55
2024-09-11,43.0,43.0,0(0.00 %),3098200,131731000000,25000,1075000000,42.65,43.0,42.1
2024-09-10,43.0,43.0,-0.7(-1.60 %),4601800,198252000000,45000,2025000000,43.7,43.9,42.6
2024-09-09,43.7,43.7,-0.95(-2.13 %),4810700,210665000000,2490000,111178500000,44.2,44.5,43.45
2024-09-06,44.65,44.65,-0.4(-0.89 %),2501900,112038000000,4652000,209592850000,45.35,45.35,44.6
2024-09-05,45.05,45.05,1.05(2.39 %),4519500,204714000000,0,0,44.55,45.95,44.4
2024-09-04,44.0,44.0,-0.2(-0.45 %),3198700,140197000000,1305000,57674500000,43.6,44.3,43.3
2024-08-30,44.2,44.2,0(0.00 %),3398500,152192000000,0,0,44.55,45.2,44.2
2024-08-29,44.2,44.2,-0.2(-0.45 %),3209900,142344000000,70000,3122000000,44.25,44.8,44.05
2024-08-28,44.4,44.4,-0.7(-1.55 %),4933500,223189000000,0,0,45.5,46.1,44.4
2024-08-27,45.1,45.1,2.95(7.00 %),12748800,567040000000,9901812,417473375800,42.1,45.1,42.1
2024-08-26,42.15,42.15,0.6(1.44 %),2497500,105208000000,7140000,296667000000,41.65,42.35,41.65
2024-08-23,41.55,41.55,0(0.00 %),1748500,72930000000,6007278,252306426000,41.6,42.0,41.5
2024-08-22,41.55,41.55,-0.3(-0.72 %),2379500,99895000000,0,0,41.85,42.35,41.55
2024-08-21,41.85,41.85,0.15(0.36 %),1664500,69371000000,70000,2943750000,41.6,42.0,41.5
2024-08-20,41.7,41.7,0.55(1.34 %),3036500,127047000000,4700000,193405000000,41.15,42.2,41.0
2024-08-19,41.15,41.15,0(0.00 %),1644900,67826000000,4940000,203375500000,41.3,41.55,41.05
2024-08-16,41.15,41.15,0.35(0.86 %),2307000,95012000000,4950000,201960000000,40.9,41.6,40.9
2024-08-15,40.8,40.8,0(0.00 %),1213500,49679000000,0,0,41.0,41.15,40.8
2024-08-14,40.8,40.8,0.1(0.25 %),1377400,56423000000,0,0,40.75,41.2,40.75
2024-08-13,40.7,40.7,0.1(0.25 %),1399600,57148000000,5120000,207872000000,40.65,41.2,40.65
2024-08-12,40.6,40.6,-0.6(-1.46 %),1806700,73634000000,0,0,41.1,41.2,40.6
2024-08-09,41.2,41.2,-0.6(-1.44 %),2266900,93709000000,0,0,41.8,42.0,41.2
2024-08-08,41.8,41.8,-0.55(-1.30 %),1543000,64521000000,50000,2132500000,42.05,42.2,41.65
2024-08-07,42.35,42.35,1.05(2.54 %),5315500,227196000000,63000,2755450000,41.75,43.5,41.75
2024-08-06,41.3,41.3,0(0.00 %),1722300,70912000000,110000,4702500000,41.5,41.55,40.55
2024-08-05,41.3,41.3,-0.7(-1.67 %),3942800,161599000000,14690000,619572000000,41.0,41.65,40.4
2024-08-02,42.0,42.0,-0.1(-0.24 %),2214600,91831000000,115000,4950250000,42.15,42.2,40.8
2024-08-01,42.1,42.1,-0.2(-0.47 %),3279200,137678000000,0,0,42.1,42.3,41.5
2024-07-31,42.3,42.3,0.1(0.24 %),2598500,109312000000,21746300,981639195000,42.3,42.3,41.55
2024-07-30,42.2,42.2,0.6(1.44 %),2426200,101464000000,0,0,41.95,42.2,41.0
2024-07-29,41.6,41.6,0(0.00 %),2665100,109911000000,75000,3215000000,41.6,41.6,40.75
2024-07-26,41.6,41.6,0(0.00 %),1376600,57316000000,0,0,41.9,42.15,41.25
2024-07-25,41.6,41.6,0.7(1.71 %),4336200,181789000000,10075000,423165250000,41.3,42.6,40.85
2024-07-24,40.9,40.9,0.05(0.12 %),1657400,67597000000,2400000,98040000000,40.8,41.0,40.45
2024-07-23,40.85,40.85,0.1(0.25 %),1446300,58775000000,75000,3012000000,40.75,40.85,40.4
2024-07-22,40.75,40.75,0(0.00 %),1776000,72128000000,0,0,40.75,41.0,40.2
2024-07-19,40.75,40.75,0.2(0.49 %),1748000,71009000000,75000,3037500000,40.7,41.1,40.3
2024-07-18,40.55,40.55,-0.05(-0.12 %),2142300,86412000000,0,0,40.6,40.6,40.15
2024-07-17,40.6,40.6,-0.45(-1.10 %),2651000,107379000000,75000,3147300000,41.0,41.0,40.15
2024-07-16,41.05,41.05,-0.3(-0.73 %),1863400,76711000000,0,0,41.35,41.7,40.7
2024-07-15,41.35,41.35,-0.4(-0.96 %),966900,40260000000,5245000,218958900000,41.75,42.25,41.3
2024-07-12,41.75,41.75,0.65(1.58 %),3312000,140014000000,0,0,41.7,42.8,41.65
2024-07-11,41.1,41.1,0.5(1.23 %),2747000,113609000000,115000,4678000000,40.9,41.75,40.7
2024-07-10,40.6,40.6,-0.2(-0.49 %),1235400,50386000000,0,0,40.95,40.95,40.6
2024-07-09,40.8,40.8,0.4(0.99 %),2286700,92393000000,115000,4641000000,40.5,40.95,40.15
2024-07-08,40.4,40.4,-1(-2.42 %),3503600,142735000000,100000,3855000000,41.4,41.4,40.35
2024-07-05,41.4,41.4,0(0.00 %),1445400,59652000000,115000,4770650000,41.4,41.45,41.1
2024-07-04,41.4,41.4,0.05(0.12 %),1214300,50358000000,0,0,41.5,41.7,41.3
2024-07-03,41.35,41.35,-0.25(-0.60 %),1138000,47102000000,9575000,398321600000,41.6,41.65,41.25
2024-07-02,41.6,41.6,0.25(0.60 %),1493400,61946000000,3630000,150100500000,41.4,41.75,41.3
2024-07-01,41.35,41.35,0.15(0.36 %),903300,37217000000,2569000,105981550000,41.4,41.4,41.05
2024-06-28,41.2,41.2,0.2(0.49 %),1785000,73440000000,0,0,41.1,41.35,40.9
2024-06-27,41.0,41.0,-0.2(-0.49 %),1312100,53893000000,115000,4833950000,41.1,41.4,41.0
2024-06-26,41.2,41.2,0(0.00 %),1918500,79151000000,0,0,41.3,41.7,41.15
2024-06-25,41.2,41.2,0.1(0.24 %),1597200,66285000000,2976000,122468500000,41.15,42.0,41.15
2024-06-24,41.1,41.1,-0.55(-1.32 %),2804500,116955000000,1413300,56498700000,41.65,42.3,41.1
2024-06-21,41.65,41.65,0.2(0.48 %),2683900,111225000000,72000,2890600000,41.45,41.65,41.15
2024-06-20,41.45,41.45,-0.05(-0.12 %),2357100,97877000000,43000,1659800000,41.55,41.8,41.35
2024-06-19,41.5,41.5,-0.6(-1.43 %),3271200,136550000000,4412000,185784800000,42.35,42.45,41.45
2024-06-18,42.1,42.1,0.1(0.24 %),1832400,77728000000,11993000,500941700000,42.3,42.95,42.1
2024-06-17,42.0,42.0,0(0.00 %),2059700,87379000000,4759900,202322150000,42.6,42.95,42.0
2024-06-14,42.0,42.0,-1.2(-2.78 %),2718400,116028000000,4346211,187611315200,43.2,43.25,42.0
2024-06-13,43.2,43.2,-0.1(-0.23 %),2144000,92311000000,175000,7689500000,43.3,43.5,42.9
2024-06-12,43.3,43.3,0.1(0.23 %),2292500,98445000000,5000000,216000000000,42.8,43.5,42.5
2024-06-11,43.2,43.2,-0.25(-0.58 %),4835000,207187000000,275000,12013000000,43.3,43.45,42.55
2024-06-10,43.45,43.45,-0.05(-0.11 %),1582400,68865000000,2460000,107010000000,43.5,43.9,43.4
2024-06-07,43.5,43.5,-0.2(-0.46 %),1681700,73160000000,160000,7040000000,43.9,44.0,43.2
2024-06-06,43.7,43.7,-0.5(-1.13 %),1823500,80147000000,195000,8559000000,44.3,44.35,43.7
2024-06-05,44.2,44.2,0.1(0.23 %),1611400,71630000000,0,0,44.1,44.75,44.1
2024-06-04,44.1,44.1,0.15(0.34 %),1463500,64725000000,175000,8105000000,44.3,44.55,44.0
2024-06-03,43.95,43.95,0.4(0.92 %),1537000,67998000000,170000,7548000000,43.8,44.6,43.8
2024-05-31,43.55,43.55,0.4(0.93 %),1663200,72748000000,28700,1277150000,43.5,44.6,43.3
2024-05-30,43.15,43.15,-1.25(-2.82 %),2387000,104427000000,240000,10439000000,44.4,44.5,43.15
2024-05-29,44.4,44.4,-0.65(-1.44 %),2583100,114877000000,20000,904000000,45.05,45.2,44.25
2024-05-28,45.05,45.05,0(0.00 %),2253600,101006000000,135000,6237500000,45.0,45.3,44.45
2024-05-27,45.05,45.05,0.1(0.22 %),1713000,76815000000,0,0,44.95,45.25,44.45
2024-05-24,44.95,44.95,-0.6(-1.32 %),3715400,166261000000,6625000,301668500000,45.15,45.6,44.15
2024-05-23,45.55,45.55,0.05(0.11 %),2649700,119787000000,0,0,45.25,45.9,44.75
2024-05-22,45.5,45.5,-0.95(-2.05 %),3149300,144903000000,5535000,257753250000,46.35,46.9,45.5
2024-05-21,46.45,46.45,-0.25(-0.54 %),3335500,156947000000,0,0,47.0,47.7,46.45
2024-05-20,46.7,46.7,-0.15(-0.32 %),3224900,151294000000,115000,5389050000,47.0,47.55,46.35
2024-05-17,46.85,46.85,0.1(0.21 %),2168200,100909000000,0,0,46.75,46.9,46.25
2024-05-16,46.75,46.75,0.4(0.86 %),2782500,130146000000,72000,3411950000,46.6,47.15,46.2
2024-05-15,46.35,46.35,0.3(0.65 %),1357800,62875000000,43000,2066150000,46.2,46.75,46.0
2024-05-14,46.05,46.05,1.05(2.33 %),5263900,249159000000,6437000,289671250000,48.1,48.1,46.05
2024-05-13,45.0,45.0,0(0.00 %),1711800,76616000000,43000,1936000000,45.3,45.35,44.35
2024-05-10,45.0,45.0,-0.4(-0.88 %),1166900,52516000000,0,0,45.4,45.7,44.5
2024-05-09,45.4,45.4,0(0.00 %),1415400,64556000000,68000,2952500000,45.4,46.0,45.05
2024-05-08,45.4,45.4,0.4(0.89 %),1713400,77042000000,47000,2146000000,45.1,45.4,44.3
2024-05-07,45.0,45.0,0.25(0.56 %),1053500,47300000000,0,0,45.35,45.35,44.5
2024-05-06,44.75,44.75,0.3(0.67 %),1524400,67703000000,0,0,44.45,44.75,43.85
2024-05-03,44.45,44.45,0.05(0.11 %),1315200,58336000000,0,0,44.6,44.9,44.0
2024-05-02,44.4,44.4,-0.05(-0.11 %),1596500,70240000000,70000,3038000000,44.0,44.4,43.6
2024-04-26,44.45,44.45,2.45(5.83 %),2697700,117198000000,45000,1862750000,41.95,44.45,41.9
2024-04-25,42.0,42.0,0.4(0.96 %),1517500,63635000000,70000,2913650000,41.7,42.35,41.3
2024-04-24,41.6,41.6,0.6(1.46 %),1583300,65993000000,45000,1910000000,41.1,41.95,41.1
2024-04-23,41.0,41.0,-1(-2.38 %),2696100,111536000000,70000,3074450000,42.45,42.45,41.0
2024-04-22,42.0,42.0,-0.6(-1.41 %),3217600,135757000000,165000,6789250000,42.65,43.0,41.7
2024-04-19,42.6,42.6,-2.4(-5.33 %),3674400,158770000000,90000,4132050000,43.6,44.0,42.6
2024-04-17,45.0,45.0,-1.4(-3.02 %),3009600,136170000000,245000,11148250000,46.5,46.5,44.5
2024-04-16,46.4,46.4,-0.6(-1.28 %),4793200,218885000000,340900,15903510000,47.0,47.0,44.65
2024-04-15,47.0,47.0,-1.45(-2.99 %),5597200,264543000000,2545000,123272000000,48.0,48.2,46.0
2024-04-12,48.45,48.45,0.15(0.31 %),3009600,145882000000,104300,5048690000,48.35,48.7,48.15
2024-04-11,48.3,48.3,-0.2(-0.41 %),3397900,164159000000,1065000,52103500000,48.25,48.55,47.75
2024-04-10,48.5,48.5,0.8(1.68 %),5161600,249116000000,170000,8377500000,47.7,48.65,47.65
2024-04-09,47.7,47.7,0(0.00 %),3502300,166089000000,231000,10926000000,47.6,47.7,47.0
2024-04-08,47.7,47.7,-0.1(-0.21 %),2948500,140501000000,25000,1206250000,48.0,48.0,47.35
2024-04-05,47.8,47.8,-0.05(-0.10 %),3382700,161248000000,45000,2148750000,47.45,47.95,47.3
2024-04-04,47.85,47.85,0.1(0.21 %),4122100,197014000000,70000,3276000000,47.25,47.95,47.25
2024-04-03,47.75,47.75,-0.05(-0.10 %),4260400,202998000000,0,0,47.5,47.85,47.2
2024-04-02,47.8,47.8,-0.05(-0.10 %),4818000,228997000000,115000,5497500000,47.0,47.9,46.5
2024-04-01,47.85,47.85,0.2(0.42 %),4451800,212765000000,0,0,47.65,48.1,47.35
2024-03-29,47.65,47.65,0.05(0.11 %),3524600,168049000000,261900,12428540000,47.85,47.9,47.3
2024-03-28,47.6,47.6,0.55(1.17 %),4639100,220766000000,0,0,47.05,47.95,46.9
2024-03-27,47.05,47.05,0(0.00 %),4203100,197598000000,406100,19082490000,47.05,47.3,46.7
2024-03-26,47.05,47.05,0.2(0.43 %),3479000,163431000000,27900,1227600000,47.0,47.2,46.6
2024-03-25,46.85,46.85,0.25(0.54 %),4738500,221713000000,329100,15345370000,46.6,47.4,46.15
2024-03-22,46.6,46.6,0.1(0.22 %),5198400,240977000000,441700,20766990000,46.5,46.7,46.05
2024-03-21,46.5,46.5,0(0.00 %),3525800,163442000000,360700,16442350000,46.5,46.85,45.9
2024-03-20,46.5,46.5,-0.5(-1.06 %),4695000,216885000000,4268700,197874540000,46.8,47.0,45.8
2024-03-19,47.0,47.0,0.9(1.95 %),7828400,365199000000,166600,7567900000,46.2,47.3,45.6
2024-03-18,46.1,46.1,1.7(3.83 %),7732700,348805000000,8252000,365884800000,44.85,46.2,43.9
2024-03-15,44.4,44.4,-1.55(-3.37 %),4813400,216670000000,115000,5209500000,45.9,46.0,44.4
2024-03-14,45.95,45.95,0.95(2.11 %),6021400,277000000000,0,0,45.2,46.85,45.0
2024-03-13,45.0,45.0,0.85(1.93 %),2238600,99440000000,0,0,44.25,45.0,44.1
2024-03-12,44.15,44.15,-0.2(-0.45 %),2836600,125820000000,0,0,44.35,44.6,44.05
2024-03-11,44.35,44.35,-0.45(-1.00 %),3451600,155123000000,2515000,112631000000,44.9,45.25,44.35
2024-03-08,44.8,44.8,-0.8(-1.75 %),3896700,176330000000,0,0,46.0,46.0,44.8
2024-03-07,45.6,45.6,0.3(0.66 %),2466500,112474000000,135000,6033500000,45.6,45.85,45.35
2024-03-06,45.6,45.6,0.3(0.66 %),3696000,169774000000,0,0,45.3,46.85,45.2
2024-03-05,45.3,45.3,0.05(0.11 %),3151800,142404000000,8754000,396103500000,45.2,45.5,45.0
