Ngay,GiaDieuChinh,GiaDongCua,ThayDoi,KhoiLuongKhopLenh,GiaTriKhopLenh,KLThoaThuan,GtThoaThuan,GiaMoCua,GiaCaoNhat,GiaThapNhat
2021-07-20,91.57,103.0,0.1(0.10 %),2130300,216364000000,243300,25020972000,102.6,103.3,100.0
2021-07-19,91.48,102.9,-2.9(-2.74 %),1851300,189662000000,375300,40296900000,103.1,105.0,100.5
2021-07-16,94.06,105.8,3.8(3.73 %),2158200,226841000000,173000,18280910000,102.1,106.1,102.1
2021-07-15,90.68,102.0,-1(-0.97 %),2584200,264195000000,0,0,103.0,103.7,101.2
2021-07-14,91.57,103.0,0(0.00 %),2585100,267840000000,0,0,103.0,106.4,102.0
2021-07-13,91.57,103.0,-1(-0.96 %),2355200,240629000000,28400,2899356000,104.1,105.1,99.0
2021-07-12,92.46,104.0,-4.6(-4.24 %),2863900,301150000000,0,0,108.5,110.0,101.7
2021-07-09,96.55,108.6,-2.4(-2.16 %),1787900,195125000000,0,0,110.8,111.0,107.5
2021-07-08,98.68,111.0,-3(-2.63 %),1480900,164859000000,0,0,113.0,113.0,110.5
2021-07-07,101.35,114.0,2(1.79 %),2507000,281118000000,0,0,112.0,114.0,110.0
2021-07-06,99.57,112.0,-3(-2.61 %),3006500,342982000000,388100,44359830000,115.0,116.0,112.0
2021-07-05,102.24,115.0,-2.5(-2.13 %),2765200,320631000000,250000,29150000000,117.5,117.5,114.9
2021-07-02,104.46,117.5,-1.1(-0.93 %),1789100,211074000000,0,0,118.1,118.9,117.5
2021-07-01,105.44,118.6,-0.4(-0.34 %),2194700,261348000000,0,0,119.7,119.9,118.5
2021-06-30,105.79,119.0,1(0.85 %),2685900,322837000000,106000,12740600000,118.0,121.5,118.0
2021-06-29,104.9,118.0,1.3(1.11 %),2339900,276257000000,135000,15949350000,116.9,119.3,116.9
2021-06-28,103.75,116.7,-0.8(-0.68 %),1711000,200121000000,363100,42468176000,117.5,117.6,116.7
2021-06-25,104.46,117.5,0(0.00 %),1763300,206701000000,200000,23600000000,117.2,118.0,116.7
2021-06-24,104.46,117.5,0.6(0.51 %),1374300,161419000000,0,0,117.9,118.2,116.8
2021-06-23,103.92,116.9,-0.6(-0.51 %),1281200,150070000000,0,0,118.0,118.1,116.5
2021-06-22,104.46,117.5,0.1(0.09 %),2161600,254839000000,200000,21840000000,118.0,118.7,117.1
2021-06-21,104.37,117.4,0(0.00 %),1497200,176382000000,0,0,117.5,118.9,117.3
2021-06-18,104.37,117.4,0.4(0.34 %),1788400,210318000000,50700,6142370000,118.0,118.3,117.0
2021-06-17,104.01,117.0,-2.1(-1.76 %),2848500,334859000000,200000,25480000000,118.0,118.9,117.0
2021-06-16,105.88,119.1,-2.6(-2.14 %),1180600,141615000000,0,0,121.7,121.7,119.0
2021-06-15,108.19,121.7,1.7(1.42 %),1348000,163177000000,1537600,186435608000,120.0,122.0,119.5
2021-06-14,106.68,120.0,2(1.69 %),1933100,230741000000,320700,36166140000,118.2,120.5,118.1
2021-06-11,104.9,118.0,1.5(1.29 %),1729000,202505000000,0,0,117.0,118.0,116.3
2021-06-10,103.57,116.5,-2.3(-1.94 %),2929000,344776000000,20000,2500000000,118.5,119.2,116.5
2021-06-09,105.61,118.8,-1(-0.83 %),1813300,216271000000,200000,23852000000,120.0,121.0,117.0
2021-06-08,106.5,119.8,-3.2(-2.60 %),2699600,333468000000,300000,36693000000,124.9,125.7,119.0
2021-06-07,109.35,123.0,2(1.65 %),3681800,457005000000,0,0,122.8,126.5,122.0
2021-06-04,107.57,121.0,2.5(2.11 %),3689200,443019000000,0,0,118.5,121.0,118.5
2021-06-03,105.35,118.5,1(0.85 %),2488900,293091000000,122400,14462498000,118.0,118.8,117.0
2021-06-02,104.46,117.5,-2.5(-2.08 %),3130600,375140000000,0,0,120.2,121.9,117.0
2021-06-01,106.68,120.0,2.5(2.13 %),2155400,254143000000,0,0,116.2,121.0,116.0
2021-05-31,104.46,117.5,-2.3(-1.92 %),1846800,216660000000,295000,34314400000,119.8,120.0,116.0
2021-05-28,106.5,119.8,-0.5(-0.42 %),1847400,224444000000,0,0,120.1,123.0,119.0
2021-05-27,106.95,120.3,-1.4(-1.15 %),2081300,249865000000,405000,48721500000,120.9,121.0,119.0
2021-05-26,108.19,121.7,-0.6(-0.49 %),1677500,203621000000,0,0,122.0,122.2,120.5
2021-05-25,108.72,122.3,0.2(0.16 %),1514900,184302000000,0,0,122.4,122.4,121.2
2021-05-24,108.55,122.1,-0.4(-0.33 %),1985800,243098000000,0,0,122.5,123.6,121.0
2021-05-21,108.9,122.5,-0.4(-0.33 %),1622400,197118000000,38750,4650000000,123.0,123.0,120.5
2021-05-20,109.26,122.9,2.8(2.33 %),2084900,253683000000,0,0,120.1,123.2,120.0
2021-05-19,106.77,120.1,-0.9(-0.74 %),2178400,259729000000,0,0,120.0,121.0,118.1
2021-05-18,107.57,121.0,-3(-2.42 %),2452700,302556000000,0,0,124.0,126.0,121.0
2021-05-17,110.24,124.0,-1.3(-1.04 %),2417900,305475000000,0,0,126.0,130.0,124.0
2021-05-14,111.39,125.3,-1.2(-0.95 %),2609800,327186000000,1040000,127812000000,126.5,127.0,123.2
2021-05-13,112.46,126.5,-3.3(-2.54 %),1723500,219565000000,0,0,128.0,130.0,126.5
2021-05-12,115.39,129.8,-1.2(-0.92 %),1390400,179539000000,50000,6550000000,130.0,132.0,128.0
2021-05-11,116.46,131.0,-1.5(-1.13 %),1164200,153968000000,0,0,132.5,133.4,130.5
2021-05-10,117.79,132.5,0.5(0.38 %),1099300,143949000000,0,0,132.0,132.5,129.1
2021-05-07,117.35,132.0,-0.5(-0.38 %),1769100,230854000000,0,0,132.0,132.0,128.5
2021-05-06,117.79,132.5,-1.2(-0.90 %),1064200,141543000000,0,0,133.7,134.0,131.0
2021-05-05,118.86,133.7,0.1(0.07 %),1268600,170778000000,0,0,133.6,135.8,133.6
2021-05-04,118.77,133.6,2.6(1.98 %),1732600,225517000000,0,0,130.6,134.9,126.9
2021-04-29,116.46,131.0,-0.5(-0.38 %),2181100,286738000000,0,0,131.5,133.0,130.7
2021-04-28,116.9,131.5,-0.6(-0.45 %),1613300,212376000000,38000,4980660000,132.1,133.2,129.8
2021-04-27,117.44,132.1,0.6(0.46 %),1631700,215396000000,1000000,127000000000,131.5,133.0,131.5
2021-04-26,116.9,131.5,-6.8(-4.92 %),2434500,328308000000,149429,20172915000,139.0,139.5,131.0
2021-04-23,122.95,138.3,-0.5(-0.36 %),4410000,602457000000,200000,27256000000,138.8,139.5,133.0
2021-04-22,123.39,138.8,-4.3(-3.00 %),3319500,466804000000,0,0,142.0,142.9,137.5
2021-04-20,127.22,143.1,-0.9(-0.62 %),3108200,448467000000,0,0,144.0,145.9,143.0
2021-04-19,128.02,144.0,1(0.70 %),2820300,403674000000,61100,8537300000,142.1,144.2,141.1
2021-04-16,127.13,143.0,2.1(1.49 %),2988000,424603000000,72400,10300780000,140.9,144.1,140.0
2021-04-15,125.26,140.9,0.9(0.64 %),3419000,487830000000,200000,28458000000,139.9,145.0,139.9
2021-04-14,124.46,140.0,-0.7(-0.50 %),4102600,574857000000,0,0,140.0,141.8,138.1
2021-04-13,125.08,140.7,8.7(6.59 %),5053200,710530000000,3527360,481737536000,139.0,141.2,136.0
2021-04-12,117.35,132.0,7.1(5.68 %),3481900,448272000000,1000000,126050000000,124.9,132.8,123.4
2021-04-09,111.04,124.9,-0.5(-0.40 %),1755500,218176000000,1064700,132348516000,124.8,125.4,123.1
2021-04-08,111.48,125.4,-2.3(-1.80 %),1509200,190749000000,598900,75696375000,128.4,128.4,124.0
2021-04-07,113.53,127.7,0.7(0.55 %),1698500,215951000000,500000,63570000000,127.0,128.0,125.7
2021-04-06,112.9,127.0,2.7(2.17 %),1979400,251239000000,1268000,152325010000,124.3,129.5,124.0
2021-04-05,110.5,124.3,1.3(1.06 %),2249000,281996000000,138000,17325000000,126.0,126.2,123.2
2021-04-02,109.35,123.0,0(0.00 %),2255500,276212000000,48300,5940900000,123.9,123.9,121.5
2021-04-01,109.35,123.0,5.1(4.33 %),2230900,266411000000,1850000,212196800000,118.5,124.4,117.0
2021-03-31,104.81,117.9,0.9(0.77 %),2823600,334583000000,6000000,690000000000,117.5,119.5,117.0
2021-03-30,104.01,117.0,4.2(3.72 %),5179600,600503000000,1495000,167710000000,112.8,118.6,112.0
2021-03-29,100.28,112.8,0.4(0.36 %),3140900,354609000000,1800000,198882000000,112.5,113.5,112.3
2021-03-26,99.92,112.4,2(1.81 %),2927800,328552000000,0,0,110.0,113.5,110.0
2021-03-25,98.15,110.4,2.5(2.32 %),4322000,477850000000,7450000,812050000000,107.3,112.4,107.1
2021-03-24,95.92,107.9,1.4(1.31 %),1104100,115938000000,85100,8935500000,105.5,108.0,103.8
2021-03-23,94.68,106.5,-0.8(-0.75 %),1034700,109872000000,0,0,106.0,107.0,105.1
2021-03-22,95.39,107.3,-1.1(-1.01 %),973900,104572000000,0,0,108.4,108.4,104.5
2021-03-19,96.37,108.4,1.8(1.69 %),1625700,174412000000,618600,66554988000,105.6,108.4,105.6
2021-03-18,94.77,106.6,1.9(1.81 %),1473900,156030000000,0,0,105.5,106.6,105.2
2021-03-17,93.08,104.7,0.5(0.48 %),1260400,131675000000,0,0,104.2,105.3,104.0
2021-03-16,93.7,105.4,-0.6(-0.57 %),1360600,143392000000,0,0,106.0,106.0,104.9
2021-03-15,94.23,106.0,0.1(0.09 %),2632400,278476000000,0,0,105.9,106.2,105.4
2021-03-12,94.15,105.9,0(0.00 %),1122300,118694000000,0,0,105.9,106.5,105.0
2021-03-11,94.15,105.9,-0.1(-0.09 %),1108700,118371000000,0,0,106.0,108.0,105.6
2021-03-10,94.23,106.0,1.7(1.63 %),576300,60426000000,0,0,104.5,106.0,102.1
2021-03-09,92.72,104.3,-1.7(-1.60 %),1587600,165196000000,100000,10405000000,105.0,106.3,100.0
2021-03-08,94.23,106.0,-0.3(-0.28 %),1390100,146998000000,0,0,106.5,107.0,105.0
2021-03-05,94.5,106.3,-0.6(-0.56 %),1294800,138162000000,0,0,106.9,107.5,105.8
2021-03-04,95.03,106.9,0(0.00 %),1671400,179455000000,0,0,107.6,107.9,106.6
2021-03-03,95.03,106.9,-1.3(-1.20 %),1075300,115077000000,0,0,106.6,108.2,106.5
2021-03-02,96.19,108.2,-0.3(-0.28 %),926300,99581000000,50800,5511800000,108.5,109.1,106.2
2021-03-01,96.46,108.5,-0.5(-0.46 %),777700,84431000000,0,0,109.9,109.9,107.7
2021-02-26,96.9,109.0,0.1(0.09 %),926800,99289000000,0,0,106.2,109.9,106.2
2021-02-25,96.81,108.9,0.7(0.65 %),1013500,110208000000,23416,2528928000,109.5,109.9,106.1
2021-02-24,96.19,108.2,-1.8(-1.64 %),950100,102999000000,0,0,111.4,111.4,106.0
2021-02-23,97.79,110.0,0.3(0.27 %),1393900,151991000000,0,0,108.2,111.7,107.5
2021-02-22,97.52,109.7,0.7(0.64 %),1481000,162661000000,0,0,109.2,110.7,106.0
2021-02-19,96.9,109.0,-1(-0.91 %),1433200,155597000000,0,0,107.6,109.5,107.0
2021-02-18,97.79,110.0,2(1.85 %),1434400,154187000000,20060,2142408000,107.5,110.0,106.1
2021-02-17,96.01,108.0,1.8(1.69 %),1253600,134296000000,0,0,106.3,108.0,106.2
2021-02-09,94.41,106.2,5.2(5.15 %),1758000,182849000000,0,0,106.2,106.5,101.5
2021-02-08,89.79,101.0,-6.5(-6.05 %),3422500,352696000000,0,0,101.0,107.8,101.0
2021-02-05,95.57,107.5,2.5(2.38 %),922900,98202000000,171000,18035080000,105.0,107.5,105.0
2021-02-04,93.34,105.0,-2.5(-2.33 %),1022400,108225000000,0,0,107.4,107.5,102.0
2021-02-03,95.57,107.5,1.6(1.51 %),1698900,182037000000,3680600,393785040000,105.0,108.0,105.0
2021-02-02,94.15,105.9,6.9(6.97 %),1771200,184180000000,113800,12028660000,99.0,105.9,99.0
2021-02-01,88.01,99.0,-0.4(-0.40 %),1340000,135537000000,378300,37922700000,99.4,103.0,98.8
2021-01-29,88.37,99.4,6.4(6.88 %),1692900,164289000000,0,0,92.5,99.5,92.5
2021-01-28,82.68,93.0,-7(-7.00 %),1742900,164189000000,0,0,94.3,96.0,93.0
2021-01-27,88.9,100.0,-1.5(-1.48 %),1488900,150929000000,83900,8504104000,101.5,103.0,99.5
2021-01-26,90.23,101.5,-3.3(-3.15 %),1028600,105380000000,0,0,104.8,105.0,99.6
2021-01-25,93.17,104.8,-0.2(-0.19 %),827300,86591000000,0,0,105.0,105.8,104.1
2021-01-22,93.34,105.0,-0.1(-0.10 %),1094200,115697000000,0,0,105.1,106.5,105.0
2021-01-21,93.43,105.1,1.8(1.74 %),1564600,162757000000,0,0,105.0,105.2,103.0
2021-01-20,91.83,103.3,0.6(0.58 %),1875500,193891000000,100000,10450000000,103.0,105.0,102.5
2021-01-19,91.3,102.7,-7.6(-6.89 %),1367600,143978000000,823660,90849698000,110.3,110.3,102.6
2021-01-18,98.06,110.3,-0.9(-0.81 %),826900,91452000000,20000,2070000000,112.0,112.1,110.1
2021-01-15,98.86,111.2,0.8(0.72 %),1238000,136786000000,40000,4416000000,111.4,112.2,109.8
2021-01-14,98.15,110.4,-0.7(-0.63 %),1439100,160086000000,5796600,627689326000,111.5,112.3,110.0
2021-01-13,98.77,111.1,-3.3(-2.88 %),1237900,140166000000,188300,21312946000,114.4,114.6,111.1
2021-01-12,101.7,114.4,0.6(0.53 %),981100,112666000000,400000,45888000000,116.0,116.0,113.7
2021-01-11,101.17,113.8,2(1.79 %),1536700,174733000000,3785000,417428000000,112.8,114.6,112.8
2021-01-08,99.39,111.8,1.7(1.54 %),1348700,150874000000,228800,25609568000,110.1,112.7,110.1
2021-01-07,97.88,110.1,-0.1(-0.09 %),862300,95137000000,520600,57337576000,110.4,111.0,109.0
2021-01-06,97.97,110.2,0.5(0.46 %),1283000,141109000000,132800,14608000000,110.0,110.5,108.9
2021-01-05,97.52,109.7,1.7(1.57 %),1192200,129510000000,0,0,107.2,109.9,107.2
2021-01-04,96.01,108.0,-0.2(-0.18 %),991100,107557000000,0,0,108.5,109.0,106.5
2020-12-31,96.19,108.2,-0.3(-0.28 %),656040,71247000000,0,0,108.5,109.3,105.5
2020-12-30,96.46,108.5,2(1.88 %),1528950,166254000000,0,0,108.5,109.6,106.7
2020-12-29,94.68,106.5,0.6(0.57 %),612360,65064000000,0,0,106.1,106.6,105.8
2020-12-28,94.15,105.9,0(0.00 %),711710,75410000000,0,0,105.9,106.6,105.4
2020-12-25,94.15,105.9,0.2(0.19 %),370300,39187000000,0,0,105.7,106.4,105.0
2020-12-24,93.97,105.7,0(0.00 %),831440,88062000000,180000,18977400000,107.0,107.0,104.0
2020-12-23,93.97,105.7,0(0.00 %),701430,74633000000,0,0,105.7,107.0,105.4
2020-12-22,93.97,105.7,-0.7(-0.66 %),518320,55050000000,125420,13286894000,106.0,107.5,105.3
2020-12-21,94.59,106.4,1.7(1.62 %),587100,62141000000,22000,2328480000,105.5,106.4,104.9
2020-12-18,93.08,104.7,0(0.00 %),1350780,141931000000,0,0,104.7,106.1,104.5
2020-12-17,93.08,104.7,-2.3(-2.15 %),1352580,142208000000,0,0,107.0,107.0,104.6
2020-12-16,95.12,107.0,0(0.00 %),756200,80516000000,0,0,106.8,107.1,105.9
2020-12-15,95.12,107.0,-1.9(-1.74 %),1205700,129769000000,0,0,108.9,108.9,106.7
2020-12-14,96.81,108.9,2.1(1.97 %),1122380,120461000000,0,0,106.7,108.9,105.5
2020-12-11,94.95,106.8,1.9(1.81 %),569360,60310000000,200000,21217000000,104.9,106.8,104.9
2020-12-10,93.26,104.9,-1.1(-1.04 %),979550,103507000000,0,0,106.0,107.0,104.9
2020-12-09,94.23,106.0,1(0.95 %),789790,82853000000,0,0,105.0,106.0,104.4
2020-12-08,93.34,105.0,-0.8(-0.76 %),747280,78589000000,0,0,105.8,105.8,104.8
2020-12-07,94.06,105.8,0(0.00 %),678660,71815000000,0,0,105.8,106.0,105.1
2020-12-04,94.06,105.8,0(0.00 %),797060,84296000000,0,0,105.8,106.5,104.5
2020-12-03,94.06,105.8,0.8(0.76 %),731750,76882000000,0,0,105.0,105.8,104.3
2020-12-02,93.34,105.0,0(0.00 %),497910,52251000000,0,0,104.9,105.5,104.2
2020-12-01,93.34,105.0,1.1(1.06 %),953230,98736000000,0,0,103.0,105.0,102.8
2020-11-30,92.37,103.9,-1.3(-1.24 %),1596840,166184000000,0,0,105.2,105.5,103.8
2020-11-27,93.52,105.2,-0.9(-0.85 %),720830,75958000000,0,0,106.0,106.1,104.8
2020-11-26,94.32,106.1,0.5(0.47 %),545450,57527000000,0,0,105.0,106.2,104.5
2020-11-25,93.88,105.6,1.6(1.54 %),1222490,128837000000,0,0,105.6,106.2,104.1
2020-11-24,92.46,104.0,0.2(0.19 %),812220,84224000000,0,0,103.9,105.0,103.1
2020-11-23,92.28,103.8,0(0.00 %),735650,76333000000,0,0,104.0,105.1,103.1
2020-11-20,92.28,103.8,-0.2(-0.19 %),533840,55376000000,0,0,104.5,104.5,103.4
2020-11-19,92.46,104.0,-0.9(-0.86 %),1192700,123656000000,0,0,104.8,104.8,103.0
2020-11-18,93.26,104.9,-1.1(-1.04 %),751270,78012000000,3100000,322368000000,106.0,106.0,103.0
2020-11-17,94.23,106.0,4(3.92 %),862320,89018000000,0,0,103.0,106.0,102.2
2020-11-16,90.68,102.0,-5.4(-5.03 %),1781800,187715000000,0,0,107.4,108.5,100.0
2020-11-13,95.48,107.4,0.6(0.56 %),535350,57444000000,200000,21460000000,106.8,108.0,106.1
2020-11-12,94.95,106.8,1(0.95 %),682660,72656000000,125000,13313000000,105.8,106.8,105.0
2020-11-11,94.06,105.8,0.2(0.19 %),1032780,108143000000,0,0,105.6,106.0,103.0
2020-11-10,93.88,105.6,-0.5(-0.47 %),781980,83219000000,75000,7987500000,106.5,107.2,105.6
2020-11-09,94.32,106.1,1(0.95 %),803680,85008000000,700000,68460000000,105.1,106.2,104.7
2020-11-06,93.43,105.1,0.6(0.57 %),592830,62429000000,500000,48850000000,106.0,106.0,104.5
2020-11-05,92.9,104.5,1(0.97 %),789860,83446000000,1085000,108408700000,104.2,106.9,104.0
2020-11-04,92.01,103.5,-0.9(-0.86 %),495340,51391000000,0,0,104.3,104.4,103.0
2020-11-03,92.81,104.4,-2.1(-1.97 %),751070,79221000000,921070,93195852900,107.0,107.0,104.4
2020-11-02,94.68,106.5,0(0.00 %),691110,73413000000,0,0,106.5,107.0,105.0
2020-10-30,94.68,106.5,5.8(5.76 %),972400,100879000000,925420,96474493000,101.5,106.5,100.7
2020-10-29,89.52,100.7,0.5(0.50 %),1327780,135224000000,300000,30564000000,100.2,103.0,100.0
2020-10-28,89.08,100.2,-5.5(-5.20 %),1184890,124233000000,849800,88857210000,105.7,107.0,98.8
2020-10-27,93.97,105.7,0.6(0.57 %),804020,85614000000,0,0,107.0,107.1,104.0
2020-10-26,93.43,105.1,1.1(1.06 %),974720,105432000000,171310,18488470400,109.0,109.5,104.9
2020-10-23,92.46,104.0,3.9(3.90 %),1761080,181314000000,4946160,482190922000,100.2,104.9,100.0
2020-10-22,88.99,100.1,2.8(2.88 %),621610,61238000000,0,0,97.0,100.1,96.8
2020-10-21,86.5,97.3,-0.5(-0.51 %),172010,16746000000,0,0,97.8,97.9,96.7
2020-10-20,86.94,97.8,0.1(0.10 %),511250,49311000000,100000,9645000000,97.4,97.9,95.8
2020-10-19,86.86,97.7,0.1(0.10 %),370590,36191000000,100000,9768000000,97.8,97.9,97.4
2020-10-16,86.77,97.6,0.1(0.10 %),596590,58185000000,0,0,98.1,98.1,96.9
2020-10-15,86.68,97.5,2.5(2.63 %),1358580,130974000000,0,0,95.1,97.5,91.0
2020-10-14,84.46,95.0,0.9(0.96 %),389260,36801000000,0,0,94.1,95.0,94.0
2020-10-13,83.65,94.1,0.2(0.21 %),271990,25566000000,0,0,93.9,94.1,93.4
2020-10-12,83.48,93.9,0.3(0.32 %),326290,30512000000,0,0,93.6,94.0,92.5
2020-10-09,83.21,93.6,1.3(1.41 %),309580,28845000000,77000,7174090000,92.3,93.7,92.3
2020-10-08,82.05,92.3,-0.2(-0.22 %),216990,19977000000,120000,11076400000,92.0,92.9,91.5
2020-10-07,82.23,92.5,0.7(0.76 %),381520,35092000000,76000,6984400000,91.5,93.5,91.0
2020-10-06,81.61,91.8,-1.5(-1.61 %),521190,48036000000,103510,9539481600,93.3,93.3,91.8
2020-10-05,82.94,93.3,-0.7(-0.74 %),90450,8436000000,0,0,94.0,94.0,92.0
2020-10-02,83.57,94.0,1.5(1.62 %),400770,37390000000,96660,9017411400,92.5,94.0,92.0
2020-10-01,82.23,92.5,1(1.09 %),212510,19717000000,104980,9740044400,91.9,93.4,91.9
2020-09-30,81.34,91.5,0(0.00 %),417360,38312000000,0,0,91.5,93.4,91.5
2020-09-29,81.34,91.5,-1.3(-1.40 %),394490,36485000000,210780,19492934400,94.0,94.0,91.5
2020-09-28,82.5,92.8,0(0.00 %),202840,18929000000,0,0,93.0,94.2,92.8
2020-09-25,82.5,92.8,-0.2(-0.22 %),412210,38719000000,24110,2264411200,94.5,94.8,92.8
2020-09-24,82.68,93.0,-1.5(-1.59 %),388940,36565000000,0,0,93.8,95.5,93.0
2020-09-23,84.01,94.5,-0.1(-0.11 %),111830,10608000000,0,0,95.0,95.7,94.5
2020-09-22,84.1,94.6,-1.4(-1.46 %),505230,48316000000,0,0,96.0,96.2,94.6
2020-09-21,85.34,96.0,2(2.13 %),571860,54555000000,0,0,94.0,96.0,94.0
2020-09-18,83.57,94.0,0(0.00 %),1089310,102585000000,0,0,95.0,95.4,93.5
2020-09-17,83.57,94.0,-1.5(-1.57 %),833870,78582000000,0,0,93.1,95.5,93.0
2020-09-16,84.9,95.5,0.5(0.53 %),544300,51669000000,0,0,94.9,95.5,93.1
2020-09-15,84.46,95.0,1.9(2.04 %),983560,92939000000,0,0,93.2,95.0,93.2
2020-09-14,82.77,93.1,2(2.20 %),608930,56422000000,0,0,91.3,93.6,91.2
2020-09-11,80.99,91.1,0.6(0.66 %),411350,37356000000,0,0,90.0,92.3,89.9
2020-09-10,80.45,90.5,0(0.00 %),421160,38405000000,128400,11707512000,91.0,92.5,90.5
2020-09-09,80.45,90.5,0(0.00 %),865880,78115000000,145410,13117436100,90.4,92.4,89.4
2020-09-08,80.45,90.5,-1(-1.09 %),622290,56632000000,870000,81954000000,91.6,92.5,90.5
2020-09-07,81.34,91.5,-2.5(-2.66 %),465400,43559000000,0,0,94.0,95.3,91.5
2020-09-04,83.57,94.0,-0.5(-0.53 %),825960,77869000000,0,0,94.5,95.5,93.3
2020-09-03,84.01,94.5,1.8(1.94 %),1037080,98376000000,70000,6622500000,93.5,95.6,92.7
2020-09-01,82.41,92.7,2.7(3.00 %),675310,62114000000,0,0,90.2,94.0,89.9
2020-08-31,80.01,90.0,0.1(0.11 %),276580,25013000000,502261,46190462230,90.0,91.5,90.0
2020-08-28,79.92,89.9,-1.1(-1.21 %),636020,58332000000,55000,5045700000,91.3,92.3,89.9
2020-08-27,80.9,91.0,0(0.00 %),437950,39750000000,40000,3640000000,90.1,91.0,90.1
2020-08-26,80.9,91.0,0(0.00 %),547280,49684000000,110000,9985800000,90.8,91.2,90.0
2020-08-25,80.9,91.0,2(2.25 %),1074660,97198000000,0,0,89.0,91.9,89.0
2020-08-24,79.12,89.0,2.9(3.37 %),1052840,92696000000,102000,9009660000,86.5,89.0,86.5
2020-08-21,76.54,86.1,0.1(0.12 %),376790,32458000000,100000,8612000000,86.0,86.9,85.9
2020-08-20,76.45,86.0,-0.5(-0.58 %),990220,85427000000,0,0,86.6,87.2,86.0
2020-08-19,76.9,86.5,0(0.00 %),347140,30200000000,67490,5875004500,86.5,87.6,86.5
2020-08-18,76.9,86.5,-1.2(-1.37 %),772670,67004000000,20000,1734200000,87.3,87.7,86.2
2020-08-17,77.97,87.7,0.3(0.34 %),376200,32876000000,132450,11562885000,87.7,88.5,86.8
2020-08-14,77.7,87.4,-0.6(-0.68 %),654070,57618000000,0,0,88.0,89.0,87.4
2020-08-13,78.23,88.0,0.6(0.69 %),458680,40476000000,134000,11824160000,88.5,89.0,87.5
2020-08-12,77.7,87.4,-0.1(-0.11 %),302330,26472000000,0,0,87.5,88.5,87.4
2020-08-11,77.79,87.5,-0.7(-0.79 %),215330,18986000000,0,0,89.2,89.2,87.5
2020-08-10,78.41,88.2,0.7(0.80 %),542550,48218000000,0,0,88.0,89.9,87.4
2020-08-07,77.79,87.5,0(0.00 %),182500,15985000000,780000,70200000000,87.6,88.2,87.3
2020-08-06,77.79,87.5,0.5(0.57 %),332340,29211000000,0,0,88.0,88.2,87.1
2020-08-05,77.34,87.0,-1(-1.14 %),434490,37992000000,54010,4654751000,88.0,88.5,84.8
2020-08-04,78.23,88.0,0.4(0.46 %),229230,20136000000,0,0,88.7,88.7,87.4
2020-08-03,77.88,87.6,0.1(0.11 %),164310,14328000000,0,0,85.0,88.1,85.0
2020-07-31,77.79,87.5,2.4(2.82 %),939040,81550000000,0,0,84.0,90.0,83.8
2020-07-30,75.65,85.1,1.6(1.92 %),242030,20505000000,0,0,83.5,85.5,83.5
2020-07-29,74.23,83.5,-1.7(-2.00 %),379370,31854000000,0,0,84.0,85.0,83.0
2020-07-28,75.74,85.2,0.2(0.24 %),534300,45226000000,0,0,85.0,87.0,79.9
2020-07-27,75.56,85.0,-3(-3.41 %),825080,69084000000,430000,36003900000,83.9,86.0,82.9
2020-07-24,78.23,88.0,-2(-2.22 %),674430,59187000000,400000,35100000000,89.9,90.0,84.0
2020-07-23,80.01,90.0,0.2(0.22 %),181680,16326000000,0,0,90.0,90.3,89.5
2020-07-22,79.83,89.8,-0.4(-0.44 %),202110,18206000000,0,0,90.0,91.0,89.8
2020-07-21,80.19,90.2,0(0.00 %),220660,19943000000,0,0,91.2,91.2,90.2
2020-07-20,80.19,90.2,-1.3(-1.42 %),222400,20163000000,0,0,90.2,91.4,90.2
2020-07-17,81.34,91.5,-1.5(-1.61 %),214530,19657000000,0,0,91.5,92.0,91.0
2020-07-16,82.68,93.0,2.5(2.76 %),328050,30287000000,0,0,90.9,93.0,90.6
2020-07-15,80.45,90.5,-0.8(-0.88 %),384240,35036000000,0,0,91.7,91.7,90.5
2020-07-14,81.17,91.3,0(0.00 %),340990,30887000000,0,0,91.3,91.8,90.2
2020-07-13,81.17,91.3,-0.1(-0.11 %),349810,31928000000,0,0,91.5,91.6,91.0
2020-07-10,81.25,91.4,0.4(0.44 %),193330,17665000000,0,0,91.0,92.0,91.0
2020-07-09,80.9,91.0,0.2(0.22 %),399710,36460000000,0,0,90.8,91.8,90.7
2020-07-08,80.72,90.8,-0.2(-0.22 %),187450,17031000000,399920,36312752000,90.8,91.5,90.1
2020-07-07,80.9,91.0,-0.4(-0.44 %),336860,30768000000,300000,27406000000,91.5,92.2,91.0
2020-07-06,81.25,91.4,1.2(1.33 %),284020,25805000000,0,0,90.2,91.9,90.2
2020-07-03,80.19,90.2,0.3(0.33 %),163320,14784000000,95000,8599400000,90.9,91.0,89.9
2020-07-02,79.92,89.9,-1.1(-1.21 %),420700,37893000000,2500000,211750000000,90.6,91.1,89.5
2020-07-01,80.9,91.0,2(2.25 %),92060,8287000000,100000,9001000000,90.5,91.5,89.0
2020-06-30,79.12,89.0,0(0.00 %),350550,31487000000,0,0,91.0,91.0,89.0
2020-06-29,79.12,89.0,-2.5(-2.73 %),359370,32438000000,90000,8105400000,91.5,91.9,89.0
2020-06-26,81.34,91.5,-1.9(-2.03 %),222240,20645000000,0,0,93.5,94.4,91.5
